dummy,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
1,7/14/2014,3,1,1020,4800,1,0,0,3,7,1020,0,1944,0,98118,47.5615,-122.272,1400,5465,3.8
1,4/16/2015,3,1.5,1720,6570,1.5,0,0,4,8,1720,0,1909,0,98118,47.5284,-122.265,1360,6000,4.98
1,1/15/2015,3,1.75,1150,6423,1,0,0,3,5,590,560,1927,0,98115,47.6973,-122.297,1150,8367,2.85
1,7/18/2014,3,2,2064,46173,2,0,0,5,7,2064,0,1903,0,98070,47.4469,-122.455,1640,21780,5.67035
1,6/4/2014,4,2.25,2740,88426,2,0,0,3,7,2740,0,1991,0,98027,47.4734,-122.006,2740,62726,5.49
1,9/12/2014,3,2.5,3300,11570,2,0,0,3,9,3300,0,1994,0,98006,47.5599,-122.121,3280,11446,8.5
1,7/16/2014,2,1,1360,22508,1,0,0,3,7,1360,0,1932,0,98034,47.7101,-122.226,2830,12600,5.2
1,1/7/2015,4,2,2290,9200,1.5,0,0,3,7,2290,0,1920,0,98166,47.4678,-122.363,2140,9200,3.9
1,6/20/2014,5,2.25,2290,7420,1,0,0,3,7,1290,1000,1973,0,98058,47.4375,-122.166,1660,7526,3.599
1,12/2/2014,2,1,860,7102,1,0,0,3,6,860,0,1947,0,98177,47.7042,-122.369,1450,7102,3.4
1,12/2/2014,2,2.5,2300,6400,1,0,0,3,8,2300,0,2007,0,98053,47.7196,-122.02,2300,6400,7.05
1,4/2/2015,3,2.75,1890,3938,2,0,0,3,8,1890,0,1999,0,98065,47.5336,-121.867,1890,4142,4.75
1,4/29/2015,4,2.5,1740,4642,2,0,0,3,7,1740,0,2012,0,98042,47.3686,-122.117,1950,4642,3.16475
1,6/23/2014,1,1,720,5100,1,0,0,3,6,720,0,1907,0,98117,47.6821,-122.38,1320,5100,3.35
1,12/3/2014,3,2.25,2230,11835,1,0,0,5,8,1630,600,1974,0,98006,47.563,-122.178,2190,10384,6.5245
1,4/23/2015,3,3.25,1560,1345,2,0,0,3,8,1260,300,2009,0,98126,47.5637,-122.375,1560,4800,4.48
1,3/4/2015,3,1.75,1300,9856,1,0,0,4,7,1300,0,1962,0,98003,47.3448,-122.298,1400,9600,2.42
1,7/7/2014,3,1.75,1880,10032,1,0,0,4,8,1880,0,1984,0,98006,47.5527,-122.16,2430,9732,6.81
1,7/30/2014,4,2.5,3860,10361,2,0,2,4,10,2940,920,1985,0,98006,47.5517,-122.147,3720,13155,11.6
1,10/21/2014,4,2.5,3180,13118,2,0,0,4,11,3180,0,1986,0,98040,47.5382,-122.23,3070,12861,12
1,5/4/2015,2,1.75,1300,22239,1,0,0,4,7,1300,0,1945,1986,98059,47.4801,-122.092,1300,14810,4.92
1,4/27/2015,3,2.5,3460,6590,2,0,0,3,7,3460,0,2001,0,98056,47.4802,-122.188,2490,6312,4.67
1,1/30/2015,3,3.25,3020,6073,2,0,0,4,9,3020,0,1954,0,98112,47.6332,-122.29,3020,7700,14
1,4/19/2015,4,2.5,1980,5000,2,0,0,3,8,1980,0,2008,0,98014,47.6492,-121.908,1400,8500,4.105
1,9/19/2014,5,3,3610,7555,2,0,0,3,8,3610,0,2003,0,98038,47.3534,-122.012,3610,7979,5.499
1,5/8/2014,2,2.5,1360,1349,2,0,0,3,8,1050,310,1997,0,98112,47.6254,-122.292,1430,4400,5.5365
1,7/10/2014,4,2.5,1889,6000,2,0,0,3,7,1889,0,2012,0,98001,47.2676,-122.256,1990,6350,2.7795
1,4/15/2015,3,1,1270,8920,1,0,0,5,7,1270,0,1969,0,98056,47.534,-122.172,1590,8589,4.225
1,5/20/2014,5,3.5,2800,5120,2.5,0,0,3,9,2800,0,1903,2005,98122,47.6059,-122.31,1780,5120,3.456
1,4/24/2015,4,2.75,2180,8480,1,0,3,4,7,1210,970,1959,0,98146,47.4961,-122.366,2240,8497,5.45
1,11/4/2014,4,2.5,2400,6811,2,0,0,3,8,2400,0,2007,0,98059,47.4959,-122.15,2710,5314,4.565
1,6/30/2014,2,1,870,5750,1,0,0,4,7,870,0,1947,0,98116,47.5637,-122.395,1100,5750,4.065
1,11/7/2014,3,1.75,1300,7735,1,0,0,4,7,1300,0,1980,0,98022,47.1983,-122,1300,8941,2.245
1,5/20/2014,3,1.75,1560,9788,1,0,0,3,7,1560,0,1964,0,98178,47.4876,-122.226,1840,11180,2.91
1,5/4/2015,1,0.75,930,6600,1,0,0,3,6,930,0,1924,0,98125,47.7127,-122.296,1590,6600,3.51
1,6/17/2014,3,2.5,1530,9406,1,0,0,3,7,1270,260,1993,0,98059,47.4852,-122.162,1700,7682,3.32
1,12/2/2014,3,1.5,910,5120,1,0,0,3,6,910,0,1973,0,98106,47.5238,-122.356,1410,5132,2.329
1,6/30/2014,2,1.75,1510,4980,1,0,0,3,8,1510,0,2006,0,98053,47.7191,-122.023,1350,4157,4.19
1,4/23/2015,4,2.5,2610,3500,1.5,0,0,5,7,1610,1000,1927,0,98115,47.6848,-122.326,1820,3900,8.245
1,4/5/2015,4,2.5,1900,9240,1,0,0,3,7,1900,0,1962,0,98007,47.6167,-122.137,2040,8052,4.5
1,5/14/2014,5,5,5774,31675,1,0,2,3,11,4490,1284,1984,0,98003,47.3466,-122.323,3260,13200,7.4
1,10/13/2014,4,2.5,2632,4117,2,0,0,3,8,2632,0,2013,0,98001,47.3428,-122.278,2040,5195,3.4995
1,4/23/2015,4,1.75,1970,5160,1.5,0,0,3,7,1970,0,1942,0,98126,47.534,-122.373,1230,4920,4.32
1,11/19/2014,3,2,1450,9132,1,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,3.915
1,7/28/2014,5,3.25,3570,5425,2,0,0,3,7,3570,0,2005,0,98075,47.5933,-122.007,2690,5347,6.27
1,8/25/2014,3,1,1000,12070,1,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,2.04
1,10/6/2014,2,2.5,1350,944,2,0,0,3,9,870,480,2004,0,98116,47.5591,-122.385,1440,1350,4.39
1,9/11/2014,4,2.5,2990,7928,2,0,0,3,9,2990,0,2011,0,98010,47.3139,-122.024,2810,7401,4.4
1,10/2/2014,2,1,990,8760,1,0,0,3,7,990,0,1977,0,98003,47.3302,-122.305,1560,11880,1.79
1,5/5/2014,3,1.75,1880,6360,1,0,0,4,7,1040,840,1945,0,98115,47.6878,-122.286,1770,6175,6
1,3/25/2015,4,2.75,2390,6979,2,0,0,3,8,2390,0,1993,0,98029,47.5703,-121.996,2090,6321,6.25
1,5/14/2014,3,1,1100,17334,1,0,0,3,7,1100,0,1978,0,98001,47.3003,-122.27,1530,18694,1.39
1,1/13/2015,3,1.5,1240,9196,1,0,0,3,8,1240,0,1968,0,98072,47.7562,-122.094,1690,10800,3.57823
1,5/5/2014,4,2.5,3400,9692,2,0,0,3,9,3400,0,2007,0,98052,47.708,-122.109,3070,7375,8.3
1,4/30/2015,3,2.5,2370,7500,1,0,3,3,8,1620,750,1979,0,98198,47.4091,-122.331,1960,8062,3.48
1,10/21/2014,3,2,1460,7740,1,0,0,3,7,1460,0,1968,0,98003,47.3467,-122.306,1540,7644,2.25
1,10/19/2014,3,2,1470,1656,2,0,0,3,8,1310,160,2003,0,98126,47.5653,-122.369,1470,2288,3.8
1,10/7/2014,3,1.75,1560,5760,1,0,0,5,6,780,780,1927,0,98106,47.5272,-122.359,1320,7680,3.539
1,9/24/2014,2,1.5,1660,4000,1,0,0,3,7,1000,660,1950,0,98115,47.6832,-122.304,1570,5500,4.1
1,5/1/2015,3,2.5,3240,60840,2,0,0,3,7,3240,0,1997,0,98045,47.5192,-121.764,2570,204732,6.54
1,12/12/2014,3,2.5,2390,3903,2,0,0,3,8,1970,420,2006,0,98072,47.7515,-122.174,2390,3431,4.2
1,10/9/2014,4,2.75,3170,7634,2,0,0,3,10,3170,0,1992,0,98075,47.5774,-122.054,2940,7846,7.5
1,10/27/2014,3,1.75,1320,7200,1,0,0,4,7,1320,0,1977,0,98028,47.7341,-122.237,1750,7260,3.335
1,12/19/2014,2,1,1200,6014,1,0,0,4,6,600,600,1949,0,98118,47.5357,-122.28,1270,4652,3.95
1,1/22/2015,4,2.75,2820,5000,1.5,0,0,3,8,2170,650,1927,0,98199,47.6376,-122.394,1740,5000,8.1
1,12/15/2014,3,2.25,3230,35306,2,0,0,3,9,3230,0,1987,0,98092,47.3065,-122.113,2760,35285,3.7
1,5/4/2014,2,2.5,2680,7392,1,0,0,3,9,2680,0,2004,0,98053,47.717,-122.026,2315,7045,7.75
1,6/25/2014,2,1,770,4840,1,0,0,4,7,770,0,1927,0,98126,47.551,-122.376,930,4840,2.75
1,6/24/2014,3,1,1410,8053,1,0,0,4,7,1410,0,1951,0,98177,47.704,-122.367,1170,8042,4.05
1,9/22/2014,3,1.5,1340,1110,2,0,0,3,7,1040,300,1999,0,98117,47.698,-122.366,1220,1110,3.6
1,5/23/2014,3,1,1230,8114,1,0,0,4,7,1230,0,1951,0,98004,47.5822,-122.196,2220,8114,6.07
1,10/20/2014,3,1,960,7500,1,0,0,3,6,960,0,1953,0,98178,47.4966,-122.255,1250,6000,2
1,5/29/2014,3,2.25,2270,8876,1,0,0,3,7,1380,890,1977,0,98058,47.4653,-122.176,2150,7455,3.32
1,11/19/2014,3,2.25,2580,7434,1,0,0,3,7,1630,950,1963,0,98133,47.7446,-122.332,1920,7737,3.4
1,7/14/2014,2,3.25,2700,3444,3,1,3,3,9,2700,0,1990,0,98075,47.5684,-122.06,2710,3444,13.7
1,1/23/2015,3,1.75,1370,2800,1,0,0,5,7,800,570,1982,0,98122,47.6157,-122.291,2270,3773,5.6325
1,6/23/2014,4,2.5,2650,30500,1,0,0,4,8,1680,970,1960,0,98029,47.5535,-122.028,2650,30500,7.15
1,6/23/2014,2,1,880,6413,1,0,0,3,7,880,0,1950,0,98116,47.573,-122.395,1360,6413,4.25
1,9/2/2014,3,2,1310,9855,1,0,0,3,7,1310,0,1962,0,98034,47.7296,-122.241,1310,8370,3
1,9/24/2014,5,4.5,4440,9784,2,0,0,3,10,4440,0,2012,0,98168,47.4702,-122.275,2720,10080,6
1,7/28/2014,3,2.5,1840,5680,2,0,0,3,7,1840,0,2008,0,98053,47.6969,-122.026,1600,4697,4.35
1,3/23/2015,4,1.5,2000,6778,1,0,0,4,7,1170,830,1962,0,98198,47.3708,-122.311,1940,7531,2.8495
1,4/2/2015,3,3.5,3240,23522,2,0,0,3,10,2130,1110,1992,0,98010,47.3388,-122.033,3180,23273,9.025
1,8/22/2014,4,2.75,3410,23000,2,0,0,4,10,3410,0,1982,0,98006,47.5559,-122.149,2490,15512,8.7
1,5/4/2015,4,2.5,1830,7308,2,0,0,3,7,1830,0,2002,0,98038,47.3565,-122.015,1830,5692,3.58
1,2/25/2015,4,3.5,1880,1341,3,0,0,3,8,1650,230,2007,0,98122,47.6053,-122.306,1740,1883,5.45
1,8/4/2014,4,3.25,3270,6027,2,0,0,3,10,3270,0,2001,0,98074,47.6346,-122.063,3270,6546,8.35
1,6/25/2014,3,1,1150,11802,1,0,0,4,7,1150,0,1932,1958,98106,47.5624,-122.361,1880,6082,3.465
1,6/10/2014,3,3.25,1410,1246,3,0,0,3,8,1410,0,2005,0,98103,47.6981,-122.34,1410,1253,4.29
1,12/4/2014,5,2,2020,4000,2,0,0,3,7,2020,0,1950,0,98144,47.5799,-122.305,1960,4000,3.85
1,11/21/2014,5,2.5,2000,3600,1,0,0,3,6,1150,850,1987,0,98144,47.5971,-122.295,1410,3600,4.41
1,3/27/2015,2,1,940,4264,1,0,0,5,7,940,0,1949,0,98126,47.5314,-122.378,1630,4472,4.16
1,7/22/2014,3,3,1560,2250,2,0,0,3,9,1560,0,2009,0,98103,47.6929,-122.333,1610,4500,5.03045
1,3/25/2015,3,1,1150,8000,1.5,0,0,4,6,1150,0,1913,1957,98001,47.2749,-122.252,1170,9600,1.68
1,6/24/2014,4,3.75,3820,53574,1,0,0,3,10,3820,0,1994,0,98072,47.7337,-122.121,3140,54014,12.2
1,5/29/2014,2,1,1500,4120,1.5,0,0,3,5,880,620,1928,0,98055,47.4857,-122.2,1300,4120,2.62
1,10/8/2014,3,3.5,2450,9248,2,0,4,3,8,1960,490,1933,1993,98136,47.5476,-122.397,2620,10207,9.39
1,9/2/2014,4,2.75,2490,3840,1.5,0,0,4,7,1610,880,1922,0,98103,47.6551,-122.344,1420,4000,7.495
1,11/26/2014,3,2,1580,5289,1,0,0,3,7,870,710,1940,0,98103,47.6881,-122.342,1310,5535,5.63
1,3/10/2015,2,2.25,1800,2748,2,0,0,4,9,1800,0,1979,0,98008,47.6104,-122.113,1800,2755,4.72
1,11/12/2014,2,1,1200,9488,1,0,0,5,7,1200,0,1941,0,98168,47.4832,-122.299,1200,9488,2.315
1,10/2/2014,3,1.75,1120,7740,1,0,0,4,6,860,260,1948,0,98125,47.7107,-122.291,1240,7740,3.55
1,3/17/2015,3,1.75,1690,9826,1,0,0,4,7,1690,0,1988,0,98023,47.314,-122.365,1980,9826,2.81
1,8/12/2014,4,3,3140,9058,1,0,0,3,9,2140,1000,1989,0,98006,47.5462,-122.154,2760,10018,9.46
1,3/16/2015,2,1,880,2400,1,0,0,3,6,760,120,1918,0,98118,47.5643,-122.275,1180,6300,3.76
1,11/18/2014,3,2.5,1800,5372,2,0,0,3,8,1800,0,1987,0,98034,47.7188,-122.177,1650,6014,4.16
1,4/6/2015,3,2.5,1670,5298,2,0,0,3,8,1670,0,2002,0,98042,47.3925,-122.165,1920,5298,3.04
1,4/9/2015,4,2,2060,3060,2,0,0,3,7,2060,0,1968,0,98118,47.5631,-122.285,1630,3766,4
1,10/29/2014,3,1.5,1610,13500,1,0,0,3,7,1060,550,1970,0,98155,47.7674,-122.31,1540,11479,3.9
1,6/13/2014,5,1.5,2540,6660,2,0,3,4,8,2340,200,1954,0,98136,47.5144,-122.393,2460,9000,11.2
1,7/21/2014,3,2.5,2870,5490,2,0,0,3,9,2870,0,2008,0,98055,47.4471,-122.207,3040,5442,4.85
1,7/21/2014,3,2.5,2890,8470,2,0,0,3,10,2890,0,1996,0,98075,47.5785,-122.054,3000,8879,7.75
1,4/2/2015,2,1.5,2440,6900,2,0,0,3,7,1590,850,1910,0,98118,47.5568,-122.271,1770,6900,6.627
1,5/2/2014,3,2.5,3240,33151,2,0,2,3,10,3240,0,1995,0,98023,47.3256,-122.378,4050,24967,6.04
1,5/4/2015,2,1,1020,9200,1,0,0,3,7,1020,0,1978,0,98045,47.4461,-121.769,1520,9600,3.03
1,1/22/2015,4,2,1980,4500,2,0,0,4,7,1980,0,1910,0,98107,47.6728,-122.379,1550,2541,5
1,1/28/2015,3,2.75,3080,7282,2,0,0,3,9,3080,0,2008,0,98059,47.4826,-122.149,3080,7274,5.85
1,7/2/2014,5,2.25,2570,13054,1,0,1,3,8,1470,1100,1950,1992,98166,47.4487,-122.352,2570,19807,5.19
1,2/24/2015,3,2.5,2260,74297,2,0,0,3,9,2260,0,1992,0,98022,47.2704,-122.013,3110,98000,4.182
1,12/22/2014,4,1.75,1500,12560,1,0,0,4,7,1000,500,1977,0,98002,47.2918,-122.197,1700,9020,2.39
1,12/4/2014,3,1.75,1420,6980,1,0,0,5,7,820,600,1980,0,98023,47.2873,-122.367,1470,7319,2.05
1,9/13/2014,2,1.75,1560,43748,2,0,0,3,8,1560,0,1967,2000,98065,47.5729,-121.676,1000,24602,2.95
1,6/3/2014,5,2,2120,137565,1.5,0,0,3,7,2120,0,1913,0,98070,47.4558,-122.507,2120,157123,4.37
1,8/14/2014,3,3,2110,7794,1,0,0,3,6,2110,0,1981,0,98198,47.4005,-122.293,1330,10044,2.435
1,10/9/2014,4,1.75,2000,10890,1,0,0,4,7,1390,610,1961,0,98003,47.3203,-122.321,1520,9250,3.35
1,6/27/2014,3,3,2630,4896,2,0,0,3,9,2630,0,2006,0,98052,47.6932,-122.133,2880,4972,7.38
1,7/9/2014,3,2.5,2630,5827,2,0,0,3,8,2630,0,2001,0,98053,47.688,-122.038,2330,4715,6.1
1,7/29/2014,4,2.5,3080,4553,2.5,0,0,3,8,3080,0,2008,0,98052,47.7066,-122.112,2750,4929,7.5
1,3/17/2015,3,1.5,1940,5625,1,0,0,4,7,1440,500,1941,0,98117,47.6818,-122.388,1460,5500,5.25
1,1/5/2015,5,4.5,3540,21217,2,0,0,4,8,2940,600,1926,0,98188,47.4274,-122.28,1290,12040,7.07
1,5/2/2014,3,1.5,1340,7912,1.5,0,0,3,7,1340,0,1955,0,98133,47.7658,-122.339,1480,7940,3.13
1,8/1/2014,4,2.25,1970,15743,1,0,0,3,7,1370,600,1962,0,98011,47.7673,-122.202,2390,11336,4.05
1,7/31/2014,3,2.25,1780,4252,2,0,0,4,8,1540,240,1989,0,98144,47.6004,-122.292,2220,4000,6.75
1,10/8/2014,3,1.5,1370,11400,2,0,0,3,7,1370,0,1980,0,98045,47.4477,-121.77,1390,9600,2.8
1,11/8/2014,5,3.75,3530,13260,2,0,0,3,10,3530,0,2013,0,98040,47.5761,-122.205,3340,13260,16.1
1,2/24/2015,2,1,770,8149,1,0,0,4,6,770,0,1948,0,98155,47.7439,-122.301,820,8149,3.1
1,11/2/2014,4,2.5,2560,4000,2,0,0,5,8,1610,950,1929,0,98117,47.6885,-122.386,1760,4000,8.25
1,9/24/2014,2,1.5,1790,4250,1,0,0,3,7,920,870,1915,2014,98112,47.6367,-122.301,1910,4250,7.21
1,3/21/2015,4,2.25,2230,11200,1,0,0,4,7,1300,930,1977,0,98011,47.7691,-122.167,2090,10563,4.8
1,7/7/2014,3,2,1490,4800,2,0,0,5,6,1490,0,1948,0,98117,47.6933,-122.361,1500,4800,4.375
1,8/12/2014,4,2.25,3360,10810,2,0,0,4,9,3360,0,1988,0,98092,47.3316,-122.203,2590,10810,4.65
1,2/11/2015,3,1.75,1930,9000,1,0,1,4,7,1150,780,1951,0,98166,47.4539,-122.348,1590,9000,3.45
1,2/17/2015,3,2.75,2660,223027,1,0,0,3,8,1330,1330,1962,2015,98038,47.4127,-122.071,1560,222591,5.79
1,12/4/2014,2,1.5,1050,934,2,0,0,3,8,960,90,2007,0,98122,47.6029,-122.309,1470,1885,3.9
1,9/2/2014,4,2.75,2170,9658,1.5,0,0,3,7,2170,0,1966,0,98030,47.3741,-122.189,1490,9731,2.75436
1,3/13/2015,3,1,1200,6561,1,0,0,3,6,1200,0,1950,1968,98177,47.7763,-122.36,1340,9450,2.637
1,2/24/2015,3,2.5,1600,2244,2,0,0,3,7,1600,0,2005,0,98056,47.4899,-122.164,1600,1700,2.6
1,2/5/2015,3,1,1010,5864,1,0,0,3,7,1010,0,1915,0,98116,47.5733,-122.381,1290,5000,4.25
1,7/16/2014,3,2.25,2820,11625,2,0,0,3,8,2820,0,1986,0,98092,47.2621,-122.218,2290,8488,3.36
1,9/19/2014,4,2.75,2640,6240,2,0,0,3,9,2640,0,2001,0,98075,47.5788,-122.059,2640,5898,6.5
1,11/21/2014,4,2.5,2780,35000,1,0,0,4,9,2780,0,1985,0,98072,47.7386,-122.091,2740,35072,6.7425
1,3/18/2015,3,2.5,3800,13071,2,0,0,3,10,2730,1070,1994,0,98023,47.3076,-122.397,2980,11110,4.5
1,4/1/2015,2,2.25,1200,1137,3,0,0,3,7,1200,0,2007,0,98107,47.6715,-122.392,1280,1295,4.45
1,1/22/2015,1,1,850,8050,1,0,0,2,6,850,0,1906,0,98118,47.5427,-122.288,1590,5180,4.9
1,2/2/2015,4,3,2580,6740,2,0,0,3,8,2580,0,1999,0,98058,47.4296,-122.185,2010,6740,3.6
1,6/27/2014,3,2.5,2610,35000,2,0,0,3,10,2610,0,1988,0,98072,47.7377,-122.101,3060,35427,6.65
1,3/11/2015,3,2.5,2480,53250,2,0,0,3,9,2480,0,1990,0,98042,47.3323,-122.079,2510,36549,3.9
1,11/1/2014,4,2.75,3560,8975,2,0,0,3,10,3560,0,2014,0,98004,47.6322,-122.209,3440,12825,17.5
1,4/16/2015,4,2.25,2620,17366,1,0,3,3,9,1430,1190,1984,0,98075,47.584,-122.077,2620,15335,7.65
1,10/28/2014,3,2,2320,9420,1,0,0,5,7,2320,0,1952,0,98056,47.5133,-122.196,2030,9420,4.363
1,9/25/2014,3,2.25,1190,13630,1,0,0,3,7,1190,0,1984,0,98045,47.4813,-121.735,1630,14405,4.45
1,12/3/2014,2,1,710,14700,1,0,0,5,6,710,0,1926,0,98168,47.4939,-122.318,1320,14700,1.8725
1,4/29/2015,4,2,2240,4508,1,0,2,4,8,1340,900,1926,0,98178,47.5096,-122.25,1930,5250,4.66
1,7/23/2014,3,2.5,3450,8000,3,0,0,4,8,2970,480,1927,1975,98116,47.5605,-122.402,1880,6135,6.85
1,8/14/2014,4,2.5,3680,11648,2,0,0,3,10,3680,0,1986,0,98006,47.5604,-122.107,2830,11251,9.09
1,5/21/2014,3,2.25,1445,1471,2,0,0,3,7,1300,145,2003,0,98027,47.5342,-122.072,1410,1399,3.89999
1,11/19/2014,4,2,1980,23625,2,0,0,3,8,1980,0,1938,1984,98072,47.7553,-122.092,2300,24640,6.59
1,8/26/2014,2,1,1030,3060,1,0,2,4,7,790,240,1918,0,98103,47.6779,-122.353,1390,3060,4.8
1,3/27/2015,3,1.5,1180,11579,1,0,0,4,7,1180,0,1962,0,98058,47.4502,-122.089,1780,22486,2.49
1,7/20/2014,4,3.75,3450,8395,2,0,4,4,10,2640,810,1993,0,98122,47.6134,-122.282,3180,5183,16.7
1,6/9/2014,4,2.5,2800,12831,2,0,0,3,8,2800,0,2001,0,98019,47.7392,-121.966,2810,10235,5.635
1,8/15/2014,3,2.5,1340,10018,1,0,0,4,7,1340,0,1976,0,98052,47.6366,-122.094,2520,13068,4.25
1,9/25/2014,4,2.25,2130,8499,1,0,0,4,7,1600,530,1975,0,98030,47.3657,-122.21,1890,11368,3.25
1,6/11/2014,3,2.5,1420,2581,3,0,0,3,7,1420,0,2004,0,98133,47.7027,-122.357,1420,2509,4.35
1,12/12/2014,4,3,2430,7243,2,0,0,3,8,2430,0,2003,0,98038,47.3533,-122.016,2430,7084,4.1
1,1/6/2015,4,2.25,2020,12500,2,0,0,2,8,2020,0,1966,0,98056,47.5403,-122.175,1800,13175,3.75
1,4/8/2015,5,2.25,2410,12000,2,0,0,4,8,2410,0,1973,0,98006,47.5434,-122.175,2080,12000,6.48
1,7/25/2014,3,2.25,2370,10289,1,0,0,4,9,1590,780,1977,0,98005,47.592,-122.166,2500,10004,7.9
1,12/8/2014,4,2.5,3290,7538,2,0,0,3,9,3290,0,2004,0,98075,47.598,-121.972,3450,7538,7.5
1,11/16/2014,4,1.75,2160,28750,2,0,0,4,8,2160,0,1978,0,98092,47.3212,-122.118,1790,53578,3.24888
1,3/26/2015,4,2.5,3100,4699,2,0,0,3,9,3100,0,2010,0,98038,47.3785,-122.023,2450,5130,4.35
1,5/19/2014,4,2.5,3480,59242,2,0,0,3,11,3480,0,1988,0,98072,47.7391,-122.102,2930,39400,8.1
1,10/24/2014,3,1.75,1800,9000,1,0,0,3,7,1200,600,1961,0,98178,47.4932,-122.278,980,6000,2.57
1,7/3/2014,2,1,860,5040,1,0,0,3,7,860,0,1956,0,98117,47.6977,-122.365,1570,5040,3.7
1,5/23/2014,4,2.25,2530,9200,1,0,0,5,9,1570,960,1976,0,98006,47.5612,-122.152,3030,9400,9.02
1,5/9/2014,3,1,1360,9948,1,0,0,3,6,1360,0,1977,0,98010,47.3422,-122.053,1670,8475,2.3495
1,3/25/2015,3,1,1240,7194,1,0,0,3,6,1090,150,1936,0,98011,47.7636,-122.202,2090,8514,3.1
1,8/5/2014,5,2.75,2160,7200,1.5,0,0,3,7,1220,940,1955,0,98118,47.5576,-122.273,1900,7200,4.02
1,5/13/2015,4,1.75,1720,8300,1,0,0,4,8,1720,0,1965,0,98055,47.4654,-122.194,1840,8300,3.3
1,5/29/2014,4,2.5,2040,22653,2,0,0,3,7,2040,0,2011,0,98168,47.4991,-122.299,2020,20502,3.5
1,3/25/2015,4,2.5,2890,17349,2,0,0,3,8,2890,0,1994,0,98023,47.2822,-122.34,2330,22356,3
1,12/26/2014,4,3,2490,5064,2,0,0,3,7,2490,0,2007,0,98056,47.5139,-122.189,2470,5064,4.494
1,6/23/2014,5,2.5,1740,8750,1,0,0,4,7,1740,0,1959,0,98198,47.3904,-122.299,1740,8750,1.9995
1,11/5/2014,4,1,1330,8184,1.5,0,0,3,7,1330,0,1949,0,98133,47.7343,-122.347,1220,660,2.9
1,9/11/2014,4,2.25,1910,5120,1,0,0,3,8,1300,610,1954,0,98199,47.6534,-122.409,1810,5153,6.5
1,6/19/2014,4,2.5,3490,5000,2,0,0,3,8,3490,0,2003,0,98042,47.3772,-122.127,2910,5025,3.2
1,2/23/2015,1,1,710,4000,1,0,0,4,6,610,100,1928,0,98103,47.6562,-122.354,1440,4500,3.9
1,5/8/2014,2,2,1550,435600,1.5,0,0,2,7,1550,0,1972,0,98065,47.5145,-121.853,1600,217800,3.3
1,7/14/2014,3,2.25,1640,2875,2,0,0,3,6,1240,400,1983,0,98118,47.5686,-122.286,1500,3960,3.9
1,5/22/2014,3,1,1040,6250,1,0,0,3,7,1040,0,1942,0,98136,47.5526,-122.385,1770,6250,4
1,8/29/2014,3,2,2870,6360,1.5,0,1,4,8,1790,1080,1946,0,98115,47.6813,-122.275,2310,6466,8.1
1,8/5/2014,4,2,2930,12840,1.5,0,0,4,8,2930,0,1965,0,98092,47.2957,-122.187,1960,10920,2.94
1,8/6/2014,5,3,2980,10064,1,0,0,3,7,1680,1300,1940,0,98155,47.7372,-122.316,1590,7800,3.675
1,2/17/2015,3,2.5,3120,12406,2,0,2,3,9,1940,1180,1983,0,98006,47.5507,-122.141,3240,13141,8.5
1,9/25/2014,4,2.25,3220,7700,2,0,0,4,8,3220,0,1976,0,98023,47.3188,-122.38,2570,7700,3.59999
1,8/27/2014,4,2,1560,7104,1.5,0,0,3,7,1140,420,1945,0,98105,47.6714,-122.28,1850,7105,5.37
1,12/31/2014,3,2,1100,9165,1,0,0,4,7,1100,0,1969,0,98034,47.7304,-122.231,1510,8500,3.97
1,2/5/2015,3,1,1470,11398,1,0,0,3,8,1470,0,1950,0,98155,47.746,-122.296,1710,11407,3.85
1,11/25/2014,2,1,720,4120,1,0,0,5,5,720,0,1915,0,98002,47.303,-122.217,940,6180,1.5
1,9/23/2014,4,2,2090,4000,1,0,0,3,6,1060,1030,1907,0,98144,47.5893,-122.299,1590,4000,4.17
1,3/4/2015,2,1,1400,19570,1.5,0,0,3,6,1100,300,1929,0,98168,47.4724,-122.271,2250,6500,2.5
1,5/6/2015,3,2.5,1980,1873,2,0,0,3,7,1470,510,1996,0,98107,47.6659,-122.369,1500,1873,5.8
1,6/9/2014,4,2.5,2610,33206,2,0,0,3,10,2610,0,1988,0,98053,47.6662,-122.057,2870,28295,7.437
1,6/30/2014,4,2.5,2280,5000,2,0,0,3,7,2280,0,2006,0,98038,47.3593,-122.037,2910,5000,3.45
1,1/29/2015,2,1,940,5413,1,0,0,3,7,940,0,1923,0,98115,47.6956,-122.304,1340,5296,3.405
1,4/4/2015,3,2.5,2410,17424,1,0,0,3,7,1630,780,1978,0,98030,47.3741,-122.218,1530,11761,3.3
1,8/1/2014,3,1,860,7030,1,0,0,3,7,860,0,1973,0,98034,47.7151,-122.211,1360,7500,3.5
1,6/30/2014,2,1.5,1190,3400,1,0,0,3,7,990,200,1919,0,98115,47.6726,-122.32,1410,3150,4.41
1,9/23/2014,4,2.5,2410,7140,2,0,0,3,8,2410,0,1993,0,98074,47.6329,-122.021,2350,7140,6.08
